erv_name	chromosome	start	end	strand	overlap_feature_types	overlapping_transcript_ids	overlapping_gene_ids	overlapping_gene_names	gene_biotypes	strand_overlap	closest_upstream_pc_gene
4136	14	46011772	46018071	-	intron	ENST00000555246,ENST00000664642,ENST00000666179	ENSG00000258700	LINC00871	lncRNA	opposite	.
4137	14	46544005	46552096	+	no_overlap	.	.	.	.	none	.
4138	14	46581309	46589134	-	no_overlap	.	.	.	.	none	.
4139	14	47104440	47110722	+	intron	ENST00000554762,ENST00000357362,ENST00000399232,ENST00000482848,ENST00000557238	ENSG00000139915	MDGA2	protein_coding	opposite	.
4141	14	48254347	48260686	-	exon and intron	ENST00000693582	ENSG00000289195	.	lncRNA	same	.
4142	14	48261794	48268295	-	exon and intron	ENST00000670345	ENSG00000287492	.	lncRNA	same	.
4146	14	50544971	50554903	+	intron	ENST00000556478,ENST00000441560,ENST00000682219,ENST00000555216	ENSG00000198513,ENSG00000012983	ATL1,MAP4K5	protein_coding	both	.
4147	14	50893356	50901034	+	exon and intron	ENST00000554241,ENST00000555292,ENST00000554566,ENST00000553715,ENST00000337334,ENST00000353130,ENST00000382029,ENST00000557345,ENST00000556857,ENST00000532462	ENSG00000131969,ENSG00000100504	ABHD12B,PYGL	protein_coding	both	.
4150	14	51748534	51752557	+	exon and intron	ENST00000557308	ENSG00000259111	.	lncRNA	same	.
4151	14	52164860	52172557	+	no_overlap	.	.	.	.	none	.
4152	14	52280716	52286570	+	no_overlap	.	.	.	.	none	PTGDR
4153	14	53128744	53135507	+	intron	ENST00000556910,ENST00000323669,ENST00000357758,ENST00000395606,ENST00000557445,ENST00000673822,ENST00000673930,ENST00000674014	ENSG00000100523	DDHD1	protein_coding	opposite	.
4154	14	53175754	53181523	-	intron	ENST00000659459,ENST00000663291,ENST00000654605,ENST00000653185,ENST00000666730,ENST00000454942,ENST00000656426,ENST00000666968,ENST00000667619	ENSG00000237356	.	lncRNA	opposite	.
W-131	14	53361641	53363005	+	intron	ENST00000456100,ENST00000648066,ENST00000653852,ENST00000663444,ENST00000668539,ENST00000669612,ENST00000435322,ENST00000655713,ENST00000661514,ENST00000665016,ENST00000666968	ENSG00000237356	.	lncRNA	same	.
4159	14	57328586	57332180	-	no_overlap	.	.	.	.	none	.
4160	14	57367152	57374327	+	no_overlap	.	.	.	.	none	.
4161	14	57722119	57731082	+	intron	ENST00000556826,ENST00000557430,ENST00000556568	ENSG00000151812	SLC35F4	protein_coding	opposite	.
W-132	14	58122279	58126144	+	intron	ENST00000267485,ENST00000334342,ENST00000557175	ENSG00000139971	ARMH4	protein_coding	opposite	.
4164	14	59443911	59453014	+	intron	ENST00000481661	ENSG00000181619	GPR135	protein_coding	opposite	.
4165	14	59610764	59618496	+	intron	ENST00000342503,ENST00000557422,ENST00000395090,ENST00000267484,ENST00000432103	ENSG00000139970	RTN1	protein_coding	opposite	.
4167	14	61114582	61121488	-	no_overlap	.	.	.	.	none	.
4166	14	61134416	61138964	-	no_overlap	.	.	.	.	none	.
4174	14	69809151	69819704	+	no_overlap	.	.	.	.	none	.
4175	14	69821728	69828068	-	no_overlap	.	.	.	.	none	.
4176	14	70293537	70301890	-	intron	ENST00000655620	ENSG00000259033	.	lncRNA	opposite	.
4177	14	70436466	70443159	-	intron	ENST00000679631,ENST00000556646	ENSG00000139985,ENSG00000257759	ADAM21	protein_coding,lncRNA	both	.
4180	14	70536592	70544307	+	intron	ENST00000556646	ENSG00000257759	.	lncRNA	opposite	.
4181	14	71124206	71131040	+	no_overlap	.	.	.	.	none	.
4182	14	71936102	71941896	-	intron	ENST00000553525,ENST00000555571,ENST00000553530,ENST00000554474,ENST00000556437	ENSG00000182732	RGS6	protein_coding	opposite	.
4183	14	73126644	73134839	-	no_overlap	.	.	.	.	none	.
4184	14	73702885	73716167	+	exon	ENST00000553645,ENST00000316836,ENST00000423556,ENST00000394071,ENST00000476562,ENST00000286523	ENSG00000119661,ENSG00000176903,ENSG00000156030	DNAL1,PNMA1,MIDEAS	protein_coding	both	.
4185	14	75577963	75587648	-	exon and intron	ENST00000554496,ENST00000555385,ENST00000693551,ENST00000455232,ENST00000238667	ENSG00000119686,ENSG00000224721	FLVCR2,FLVCR2-AS1	protein_coding,lncRNA	both	.
4189	14	80224809	80231256	-	exon and intron	ENST00000557010,ENST00000554188,ENST00000553594,ENST00000553979	ENSG00000211448,ENSG00000258766	DIO2,DIO2-AS1	protein_coding,lncRNA	both	.
4190	14	80464409	80472959	+	no_overlap	.	.	.	.	none	.
4192	14	82060323	82065142	-	no_overlap	.	.	.	.	none	.
4193	14	83049045	83058301	+	no_overlap	.	.	.	.	none	.
4194	14	84499244	84505986	-	no_overlap	.	.	.	.	none	.
4195	14	84559170	84563615	-	no_overlap	.	.	.	.	none	.
4197	14	85730329	85737084	-	no_overlap	.	.	.	.	none	.
4199	14	85927830	85934155	-	intron	ENST00000665938	ENSG00000258733	LINC02328	lncRNA	opposite	.
4201	14	86731585	86737061	+	no_overlap	.	.	.	.	none	.
4204	14	87234693	87240812	-	no_overlap	.	.	.	.	none	.
ERVW-27	14	91225663	91226868	-	no_overlap	.	.	.	.	none	.
4213	14	92041754	92049863	-	exon and intron	ENST00000642417,ENST00000564606,ENST00000644720,ENST00000642896,ENST00000568290,ENST00000647161	ENSG00000066427	ATXN3	protein_coding	same	.
4215	14	92622416	92629608	-	intron	ENST00000555589,ENST00000216487,ENST00000418924,ENST00000554888,ENST00000620541	ENSG00000100599	RIN3	protein_coding	opposite	.
4216	14	92759617	92766481	+	no_overlap	.	.	.	.	none	.
4217	14	93559404	93567654	-	intron	ENST00000256339,ENST00000393151,ENST00000553484,ENST00000555664,ENST00000621021,ENST00000695012,ENST00000695013	ENSG00000133958	UNC79	protein_coding	opposite	.
4218	14	95973026	95978845	+	no_overlap	.	.	.	.	none	.
4219	14	98440217	98453060	-	no_overlap	.	.	.	.	none	.
4220	14	98985268	98992897	+	no_overlap	.	.	.	.	none	.
4221	14	101305079	101311247	-	no_overlap	.	.	.	.	none	.
4222	14	101315331	101324645	+	exon and intron	ENST00000701839	ENSG00000258460	.	lncRNA	opposite	.
4224	14	102234172	102245769	+	exon and intron	ENST00000522537,ENST00000519477,ENST00000561150,ENST00000522867,ENST00000520252,ENST00000517966,ENST00000522534,ENST00000523231,ENST00000559138,ENST00000524120,ENST00000524370,ENST00000519058,ENST00000520266,ENST00000557823,ENST00000361847,ENST00000518686,ENST00000519569,ENST00000521388,ENST00000521766,ENST00000522874,ENST00000523485,ENST00000524214,ENST00000559838,ENST00000562292	ENSG00000080823	MOK	protein_coding	opposite	.
4225	14	103170980	103174719	+	no_overlap	.	.	.	.	none	.
4226	14	103234947	103242530	+	exon	ENST00000488305	ENSG00000242837	RPL21P13	processed_pseudogene	same	.
K-68	14	105673311	105676203	+	exon	ENST00000392510	ENSG00000213140	ELK2AP	processed_pseudogene	opposite	.
4229	14	106196993	106207092	-	exon and intron	ENST00000605005	ENSG00000271201	.	lncRNA	opposite	.
4231	14	106628206	106641568	-	exon and intron	ENST00000521678,ENST00000362610,ENST00000519079,ENST00000390630	ENSG00000253742,ENSG00000199480,ENSG00000254329,ENSG00000211970	IGHV3-60,RNA5SP389,IGHVII-60-1,IGHV4-61	IG_V_pseudogene,rRNA_pseudogene,IG_V_gene	both	.
4232	14	106697990	106702899	+	no_overlap	.	.	.	.	none	.
4235	14	106836378	106845737	-	no_overlap	.	.	.	.	none	.
4242	15	23695605	23702460	-	no_overlap	.	.	.	.	none	.
4244	15	23995510	24006447	-	exon and intron	ENST00000563016,ENST00000652183,ENST00000661343,ENST00000663707	ENSG00000260232	PWRN4	lncRNA	opposite	.
4243	15	24034312	24038355	+	intron	ENST00000652183,ENST00000661343,ENST00000663707	ENSG00000260232	PWRN4	lncRNA	same	.
4245	15	24686531	24690622	-	intron	ENST00000650707,ENST00000652139,ENST00000652735,ENST00000651136,ENST00000652025	ENSG00000286110,ENSG00000259905	PWRN1	lncRNA	opposite	.
4246	15	25636573	25643902	+	exon and intron	ENST00000685955	ENSG00000289522	.	lncRNA	same	.
4249	15	34154888	34161933	-	intron	ENST00000256544,ENST00000557877,ENST00000559515,ENST00000560108,ENST00000560247,ENST00000560671,ENST00000540594,ENST00000559462	ENSG00000134152	KATNBL1	protein_coding	same	KATNBL1
4250	15	35238615	35243837	+	intron	ENST00000560386	ENSG00000134146	DPH6	protein_coding	opposite	.
4251	15	37237399	37242569	-	no_overlap	.	.	.	.	none	.
4254	15	39010621	39015774	+	intron	ENST00000561058,ENST00000647456,ENST00000644461,ENST00000560197,ENST00000560484	ENSG00000259345,ENSG00000175779	LINC02694	lncRNA	both	.
4257	15	41131605	41137201	+	no_overlap	.	.	.	.	none	.
4258	15	41587553	41592735	+	no_overlap	.	.	.	.	none	TYRO3
4259	15	42884919	42890353	+	intron	ENST00000562880,ENST00000567485,ENST00000267890,ENST00000564431,ENST00000566931,ENST00000567274,ENST00000567840	ENSG00000128881	TTBK2	protein_coding	opposite	.
4260	15	44864038	44873800	-	intron	ENST00000561384	ENSG00000290387	SORD2P	lncRNA	same	.
4261	15	45013210	45014718	+	no_overlap	.	.	.	.	none	.
4263	15	45234722	45243038	-	exon and intron	ENST00000663463	ENSG00000259520	SLC28A2-AS1	lncRNA	same	.
4267	15	49698498	49704745	-	no_overlap	.	.	.	.	none	.
4268	15	49831192	49843599	+	no_overlap	.	.	.	.	none	.
4269	15	50867392	50875568	-	exon and intron	ENST00000617693,ENST00000613161	ENSG00000273674	.	lncRNA	same	.
4270	15	51282240	51286694	+	intron	ENST00000453807,ENST00000559980,ENST00000439712,ENST00000559909,ENST00000405011,ENST00000559646,ENST00000396404,ENST00000558328,ENST00000396402,ENST00000557858,ENST00000557934,ENST00000561075	ENSG00000137869,ENSG00000259240	CYP19A1,MIR4713HG	protein_coding,lncRNA	both	.
4271	15	51357586	51367580	+	exon and intron	ENST00000559317,ENST00000558785,ENST00000335449,ENST00000560215,ENST00000560690,ENST00000558286	ENSG00000186417,ENSG00000259194	GLDN	protein_coding,lncRNA	same	.
4274	15	52737734	52747427	+	no_overlap	.	.	.	.	none	.
4276	15	53426848	53432484	-	intron	ENST00000662193	ENSG00000287596	.	lncRNA	opposite	.
ERV18-1	15	53910768	53914712	+	exon	ENST00000624468	ENSG00000280362	.	TEC	same	.
4278	15	54888109	54893895	+	no_overlap	.	.	.	.	none	.
4279	15	55304849	55312434	-	intron	ENST00000563262,ENST00000561545	ENSG00000069974	RAB27A	protein_coding	same	.
4281	15	55510817	55517096	-	no_overlap	.	.	.	.	none	.
4286	15	62212125	62219036	-	exon and intron	ENST00000700347,ENST00000700345,ENST00000657134	ENSG00000259697	.	lncRNA	same	.
4288	15	66964955	66974209	-	no_overlap	.	.	.	.	none	.
4289	15	68987902	68999296	-	exon and intron	ENST00000656674,ENST00000260364,ENST00000448182,ENST00000557966,ENST00000703585	ENSG00000288068,ENSG00000290203	NOX5	lncRNA,protein_coding	opposite	.
4291	15	74354143	74361624	+	exon and intron	ENST00000562009,ENST00000564109,ENST00000566674,ENST00000467407,ENST00000569235,ENST00000569662,ENST00000358632,ENST00000268053,ENST00000416978,ENST00000435365,ENST00000466978,ENST00000450547	ENSG00000260266,ENSG00000140459	PPIAP46,CYP11A1	transcribed_processed_pseudogene,protein_coding	both	.
4292	15	76262993	76269672	+	exon and intron	ENST00000660046,ENST00000267950,ENST00000433983,ENST00000557943,ENST00000559075,ENST00000559602,ENST00000559973,ENST00000560044,ENST00000560595,ENST00000560726,ENST00000560899,ENST00000565910,ENST00000685118,ENST00000685548,ENST00000685863,ENST00000687293,ENST00000687975,ENST00000688154,ENST00000688389,ENST00000688637,ENST00000688908,ENST00000689730,ENST00000689739,ENST00000690610,ENST00000691021,ENST00000691071,ENST00000692691,ENST00000693064,ENST00000559386,ENST00000691695,ENST00000560816	ENSG00000287503,ENSG00000140374	ETFA	lncRNA,protein_coding	both	.
4295	15	82372395	82380476	-	exon and intron	ENST00000418824,ENST00000690968,ENST00000466501,ENST00000618775	ENSG00000237550,ENSG00000290945	UBE2Q2P2	transcribed_processed_pseudogene,lncRNA	both	.
4296	15	82487861	82503740	+	intron	ENST00000618267,ENST00000619738,ENST00000618004,ENST00000612379,ENST00000614347	ENSG00000290948	.	lncRNA	opposite	.
4300	15	82702479	82708397	+	intron	ENST00000537735,ENST00000561455,ENST00000679388,ENST00000261722,ENST00000535348,ENST00000535359,ENST00000535385,ENST00000535513,ENST00000542200,ENST00000543938,ENST00000652847,ENST00000657321,ENST00000664460,ENST00000666055,ENST00000666973,ENST00000667758,ENST00000668385,ENST00000668990,ENST00000669930,ENST00000679531,ENST00000679950,ENST00000680492,ENST00000680946,ENST00000681044,ENST00000681327,ENST00000681452,ENST00000681464,ENST00000560529,ENST00000663651	ENSG00000103723	AP3B2	protein_coding	opposite	.
4301	15	84214490	84222978	+	intron	ENST00000400817,ENST00000557980,ENST00000559668,ENST00000316967,ENST00000557881,ENST00000559654	ENSG00000290689	.	lncRNA	opposite	.
4302	15	85219119	85227604	+	intron	ENST00000560756,ENST00000560811,ENST00000648573,ENST00000558470,ENST00000560405	ENSG00000291210	.	lncRNA	opposite	.
4306	15	87829823	87840842	+	no_overlap	.	.	.	.	none	.
4308	15	88540525	88544253	+	intron	ENST00000649547,ENST00000268148,ENST00000557837,ENST00000557842,ENST00000558413,ENST00000559656,ENST00000564406	ENSG00000173867,ENSG00000140543	DET1	protein_coding	opposite	.
4307	15	88547266	88551061	-	no_overlap	.	.	.	.	none	.
4309	15	89232354	89239939	-	no_overlap	.	.	.	.	none	.
4310	15	89463856	89470416	+	no_overlap	.	.	.	.	none	.
4312	15	90132967	90139381	+	exon and intron	ENST00000561101	ENSG00000259685	IDH2-DT	lncRNA	same	.
4314	15	92207153	92214974	+	intron	ENST00000561674	ENSG00000260661	.	lncRNA	opposite	.
4315	15	92299687	92306258	+	intron	ENST00000561674	ENSG00000260661	.	lncRNA	opposite	.
4316	15	92511421	92518355	+	no_overlap	.	.	.	.	none	.
4319	15	94754309	94761255	+	no_overlap	.	.	.	.	none	.
4321	15	96868545	96878200	-	no_overlap	.	.	.	.	none	.
4327	15	100440302	100446215	+	intron	ENST00000284382,ENST00000394113,ENST00000538112,ENST00000679737,ENST00000560944	ENSG00000154227	CERS3	protein_coding	opposite	.
4329	15	101072780	101079317	+	exon and intron	ENST00000526457,ENST00000388948,ENST00000559857	ENSG00000154237,ENSG00000259755	LRRK1	protein_coding,lncRNA	both	LRRK1
4331	16	2660501	2669985	-	exon and intron	ENST00000564340,ENST00000663379,ENST00000619862,ENST00000655820,ENST00000661984,ENST00000658381,ENST00000662175,ENST00000665388,ENST00000568395,ENST00000656684,ENST00000663519,ENST00000667008,ENST00000660569,ENST00000669589,ENST00000654949,ENST00000661380,ENST00000662929,ENST00000654702,ENST00000670385,ENST00000657531,ENST00000658483,ENST00000661849,ENST00000666404,ENST00000659184,ENST00000659274,ENST00000668411,ENST00000669151,ENST00000657811,ENST00000671507,ENST00000668680,ENST00000666266,ENST00000671475,ENST00000665778,ENST00000653956,ENST00000569465,ENST00000562807,ENST00000667109,ENST00000665678,ENST00000662943,ENST00000657292,ENST00000685469,ENST00000566343,ENST00000568970,ENST00000671018	ENSG00000260565	ERVK13-1	lncRNA	same	.
4332	16	3079067	3081318	-	exon and intron	ENST00000571404,ENST00000574387,ENST00000665606,ENST00000702433,ENST00000525377	ENSG00000262370,ENSG00000008517	IL32	lncRNA,protein_coding	both	.
4334	16	7814786	7820390	+	no_overlap	.	.	.	.	none	.
4336	16	8833026	8836478	-	intron	ENST00000268261,ENST00000562318,ENST00000565221,ENST00000566540,ENST00000566604,ENST00000566983,ENST00000567697,ENST00000569958,ENST00000570076,ENST00000683435,ENST00000682393,ENST00000683094,ENST00000683274	ENSG00000140650	PMM2	protein_coding	opposite	.
4335	16	8837970	8845472	-	exon and intron	ENST00000562025,ENST00000268261,ENST00000562318,ENST00000565221,ENST00000566540,ENST00000566604,ENST00000566983,ENST00000567697,ENST00000569958,ENST00000570076,ENST00000683435,ENST00000682393,ENST00000683094,ENST00000683274	ENSG00000140650	PMM2	protein_coding	opposite	.
4337	16	9668890	9677042	-	exon and intron	ENST00000561538	ENSG00000260362	.	lncRNA	same	.
4338	16	10281179	10293802	+	no_overlap	.	.	.	.	none	.
4340	16	10419373	10424167	-	exon and intron	ENST00000564797,ENST00000396559,ENST00000561932,ENST00000562102,ENST00000562527,ENST00000396560,ENST00000535850,ENST00000543967,ENST00000569939,ENST00000569900	ENSG00000166669	ATF7IP2	protein_coding	opposite	.
4342	16	13351637	13357812	-	intron	ENST00000571619,ENST00000653029,ENST00000655174,ENST00000669271,ENST00000574540,ENST00000665873	ENSG00000262801	.	lncRNA	opposite	.
4346	16	18990800	18997310	-	intron	ENST00000304381,ENST00000568469,ENST00000569532,ENST00000421369	ENSG00000170537	TMC7	protein_coding	opposite	.
4347	16	19272466	19281247	-	no_overlap	.	.	.	.	none	.
4349	16	19393611	19402129	-	exon and intron	ENST00000563613	ENSG00000259925	.	lncRNA	same	.
4350	16	19948927	19960208	+	no_overlap	.	.	.	.	none	.
4351	16	20645361	20660154	+	intron	ENST00000519745,ENST00000307493,ENST00000519031,ENST00000520010,ENST00000524149,ENST00000568235	ENSG00000166743,ENSG00000005187	ACSM1,ACSM3	protein_coding	both	.
4352	16	20674232	20681995	+	exon and intron	ENST00000501740,ENST00000561584,ENST00000519031,ENST00000307493,ENST00000520010,ENST00000519745,ENST00000568235	ENSG00000005187,ENSG00000166743	ACSM3,ACSM1	protein_coding	both	.
4353	16	21629613	21637525	-	intron	ENST00000358154,ENST00000567404,ENST00000568826,ENST00000396014	ENSG00000197006	METTL9	protein_coding	opposite	IGSF6
4354	16	25140796	25149484	-	exon and intron	ENST00000562280,ENST00000565214,ENST00000380962,ENST00000399069,ENST00000576625,ENST00000577157,ENST00000576382,ENST00000380966,ENST00000564011	ENSG00000260034,ENSG00000205629	LCMT1-AS2,LCMT1	lncRNA,protein_coding	both	.
4357	16	29709121	29719509	+	exon	ENST00000688693	ENSG00000289181	.	lncRNA	same	.
4360	16	30096934	30104154	+	exon and intron	ENST00000515455,ENST00000693600	ENSG00000250616	YPEL3-DT	lncRNA	same	.
4361	16	30541068	30546762	-	no_overlap	.	.	.	.	none	.
4362	16	30615776	30624188	-	exon and intron	ENST00000565440,ENST00000566673	ENSG00000156853	ZNF689	protein_coding	same	.
4363	16	30859668	30865380	+	intron	ENST00000380317,ENST00000574418,ENST00000572628	ENSG00000099385	BCL7C	protein_coding	opposite	.
4365	16	31540226	31544350	+	exon and intron	ENST00000659783,ENST00000662819	ENSG00000261475	LINC02190	lncRNA	opposite	.
4366	16	31659997	31668486	+	no_overlap	.	.	.	.	none	.
4367	16	31763216	31769515	-	intron	ENST00000531864,ENST00000544044,ENST00000534369	ENSG00000197302	KRBOX5	protein_coding	opposite	.
K-75	16	34997024	34999771	+	no_overlap	.	.	.	.	none	.
4370	16	35070456	35074568	-	intron	ENST00000407030,ENST00000611928	ENSG00000216671,ENSG00000278138	CCNYL3,CLUHP11	unprocessed_pseudogene	opposite	.
4374	16	35267934	35277008	-	intron	ENST00000562572	ENSG00000260958	.	lncRNA	opposite	.
4375	16	35516771	35524442	+	exon and intron	ENST00000656703	ENSG00000287448	.	lncRNA	same	.
4376	16	35614912	35621339	-	no_overlap	.	.	.	.	none	.
4377	16	35736549	35745727	-	exon and intron	ENST00000562769	ENSG00000261122	LINC02167	lncRNA	opposite	.
4378	16	35797698	35804523	+	exon	ENST00000569492	ENSG00000261620	HMGN2P41	processed_pseudogene	opposite	.
4380	16	35897937	35902013	-	no_overlap	.	.	.	.	none	.
4379	16	35902185	35911238	-	exon	ENST00000624242	ENSG00000279666	.	TEC	opposite	.
4384	16	47838359	47843760	+	intron	ENST00000565451	ENSG00000261231	LINC02133	lncRNA	same	.
4389	16	55628464	55635257	+	no_overlap	.	.	.	.	none	.
4391	16	57397103	57399037	-	no_overlap	.	.	.	.	none	.
4393	16	59514997	59522918	-	no_overlap	.	.	.	.	none	.
HERVL(ERV-likeelement)	16	60846980	60853639	+	no_overlap	.	.	.	.	none	.
4400	16	62645729	62648572	+	no_overlap	.	.	.	.	none	.
4401	16	62977782	62986249	-	no_overlap	.	.	.	.	none	.
4403	16	65227133	65236580	-	exon and intron	ENST00000565901,ENST00000691011,ENST00000567058,ENST00000562656	ENSG00000260834,ENSG00000260364	.	lncRNA	both	.
4405	16	65274874	65278944	-	intron	ENST00000562656	ENSG00000260364	.	lncRNA	opposite	.
4409	16	70616690	70625455	-	intron	ENST00000429149	ENSG00000157368	IL34	protein_coding	opposite	.
4410	16	72064268	72073376	+	exon and intron	ENST00000649683,ENST00000562153,ENST00000540303,ENST00000561690,ENST00000566168	ENSG00000261701,ENSG00000140830	HPR,TXNL4B	protein_coding	both	HP
ERVH16q24.1	16	86278094	86281279	+	intron	ENST00000602425,ENST00000597373	ENSG00000268754	LINC01081	lncRNA	opposite	.
4419	16	86739328	86747655	-	exon	ENST00000569740	ENSG00000261175	LINC02188	lncRNA	opposite	.
4420	17	6727282	6738474	-	no_overlap	.	.	.	.	none	.
4421	17	6875145	6881530	-	exon and intron	ENST00000653385,ENST00000667870,ENST00000659173,ENST00000659418,ENST00000572385,ENST00000570562,ENST00000575889,ENST00000574271,ENST00000574727,ENST00000701449,ENST00000576636,ENST00000685813,ENST00000691074,ENST00000700784,ENST00000702178,ENST00000570835	ENSG00000215067,ENSG00000291084	ALOX12-AS1,ALOX12P2	lncRNA	both	.
K-49	17	8056335	8063901	+	exon and intron	ENST00000577807	ENSG00000263427	.	lncRNA	opposite	.
4426	17	11971743	11978102	+	exon and intron	ENST00000580270,ENST00000580306,ENST00000322748,ENST00000580613,ENST00000454073	ENSG00000266368,ENSG00000154957	ZNF18	lncRNA,protein_coding	opposite	DNAH9
